address,body,label,category
JM-VIOFER,Your BSNL data booster is available. Buy 10GB for Rs.49 before midnight https://vi.in/lYH8Ae5,spam,data_pack_offer
AD-EARNBK,Refer & earn on Flipkart: flat Rs.400 per successful install. Start now https://invite-now.in/uvzKdsp,spam,referral_program
VK-DREAM,Your fantasy wallet is eligible for booster contest on My11Circle. Join now https://leaguezone.in/IxLGg,spam,fantasy_sports
BZ-BIGDAY,Mega savings are live on Amazon Pay. Use your festive coupon before stock ends https://t.ly/GkFEa4M,spam,festival_sale
JD-HDFCBK,You're eligible for a new HDFC Bank credit card with airport lounge benefits. Apply now https://cardsales.in/9gbHy,spam,credit_card_offer
VM-FITPAS,Your Cult health coupon is ready. Get flat Rs.1800 off before expiry https://medsave.co/queLNWU,spam,wellness_offer
VM-OFFERS,Your Zomato coupon is live. Use code SAVE155 and save Rs.400. https://eatsure.in/7HmUABJbWk,spam,food_delivery_offer
AD-NYKAAA,Purplle: Beauty & fashion sale live. Save up to 24% + Rs.350 extra off https://nykaa.com/DQ7c2l9w,spam,beauty_fashion_sale
BZ-FLPKRT,Wishlist items on Myntra are now on sale. Save Rs.1500 instantly https://meesho.io/Apzk4bW,spam,ecommerce_sale
JD-AXISBK,RBL Bank: Upgrade to a premium card and get 19% cashback + 2200 bonus points. Apply https://cardperks.co/F2gIAOT,spam,credit_card_offer
+919307511092,"Play roulette, slots and live casino on WinBuzz. Bonus up to Rs.35000. https://rb.gy/QWEuZx",spam,casino_vip
HP-MEGASL,Celebrate with Freecharge. Limited festival deal unlocked for your number. Shop now https://t.ly/fVHHTZLFR,spam,festival_sale
AX-POLICY,Family health plans from PolicyBazaar now start at affordable monthly premiums. https://plans.health/ZRKF97PImO,spam,insurance_marketing
AD-LAZPAY,Split bills with Flipkart Pay Later. No-cost EMI and pay-later limit up to Rs.4000. https://paylater.in/PCNy,spam,bnpl_offer
TX-ADDA52,Final call: Spartan Poker tournament starts at 09:00. Join from Rs.299. https://tables.app/Y2QDM,spam,poker_tourney
CP-POLICY,Family health plans from Star Health now start at affordable monthly premiums. https://policybzr.com/rzTDt,spam,insurance_marketing
HP-FOODIE,Swiggy: Get up to 49% OFF + free delivery on your next order. Save up to Rs.375. https://eatsure.in/jZlUA,spam,food_delivery_offer
AX-LOANOK,Pre-approved offer from Navi. Get up to Rs.414000 today with minimal docs https://t.ly/PO1uoLt1,spam,instant_loan_offer
VM-RUMMYX,Congrats! Your RummyCircle account unlocked Rs.450 instant cash games. Join now https://t.ly/FJJfCjq3p,spam,rummy_bonus
AX-JLRUMY,Get Rs.1500 joining bonus on RummyCircle and enter cash pool of Rs.5200. https://rmy.onl/vWGvgS,spam,rummy_bonus
CP-FOODIE,Swiggy: Get up to 51% OFF + free delivery on your next order. Save up to Rs.325. https://foodoffers.app/4SJfz9bQI,spam,food_delivery_offer
HP-GAMEZY,Gamezy: Join mega contest from Rs.499 and win up to Rs.21000. Create team now https://play11.win/WzKiq,spam,fantasy_sports
AX-MEGASL,Festive sale on Zomato: up to 55% OFF + extra Rs.300 off today only https://rb.gy/un3bajX7,spam,festival_sale
VM-AMZON,Hurry! Nykaa flash sale starts now. Claim coupon worth Rs.4800 before stock ends https://myntra.com/q3GROp2x4,spam,ecommerce_sale
VM-SWIGGY,Your Dominos coupon is live. Use code SAVE417 and save Rs.75. https://eatsure.in/U7rruF,spam,food_delivery_offer
AX-TRAVEL,Cleartrip: Flash sale live. Save up to Rs.3400 on flights & hotels. Book now https://tripoffer.co/tebHu,spam,travel_flash_sale
VM-EDTECH,New learner offer from BYJUS. Save Rs.9000 on job-ready programs today https://learn-now.in/SK4LxbZUr,spam,edtech_promo
AX-AUTOFX,Book with Cars24 today and get flat Rs.2500 off on your next service https://autodeal.app/QsmtXPCw,spam,auto_service_offer
TX-BIGDAY,Celebrate with Nykaa. Limited festival deal unlocked for your number. Shop now https://festive-offers.in/K8T0nGXuF,spam,festival_sale
CP-HOUSES,Book your apartment visit with 99acres and unlock launch pricing in Chennai. https://propertylead.app/mPYawe8wOa,spam,real_estate_lead
JM-ADDA52,Register on PokerSaint and claim seat in today's Rs.242500 GTD event. https://t.ly/IqijJci,spam,poker_tourney
+918084940634,99acres: New homes in Pune from Rs.1150000. Site visit offers available https://realtydeal.co/eAckNi5bk,spam,real_estate_lead
VM-FLPKRT,Hurry! Nykaa flash sale starts now. Claim coupon worth Rs.3100 before stock ends https://meesho.io/1OUgYAQgE,spam,ecommerce_sale
AX-EVENTS,Your city pass from Insider unlocks discounts on shows in Delhi. Grab it now https://district.in/W4eRgyuX,spam,local_event_promo
AD-AIRTEL,Airtel: Recharge with Rs.279 and get 1GB/day + OTT benefits today https://vi.in/25BxH,spam,telecom_recharge
AX-MESHOO,Hurry! Amazon flash sale starts now. Claim coupon worth Rs.4900 before stock ends https://fkrt.it/ZEAElQkyX,spam,ecommerce_sale
JM-HOUSES,Looking for property in Mumbai? 99acres has verified listings and exclusive builder deals https://homesale.in/301nb,spam,real_estate_lead
TX-REFRAL,Invite friends to Myntra with code L7KENH and earn Rs.500 for every signup https://refer.app/3NHtTze4ms,spam,referral_program
AX-AMZON,Hurry! Amazon flash sale starts now. Claim coupon worth Rs.1600 before stock ends https://nykaa.com/ikdUgpxgt,spam,ecommerce_sale
TX-PVRCIN,BookMyShow: Get 1+1 movie tickets or save Rs.500 on weekend bookings. Grab now https://pvr.im/yrYj,spam,movie_ticket_offer
AX-MY11CL,Only today: extra cashback on Vision11 fantasy leagues. Play and win Rs.48000. https://bit.ly/IHYEGKSW,spam,fantasy_sports
+918129026424,PokerBaazi: Free Rs.2250 welcome bonus + up to Rs.9000 cash table. Play now https://tinyurl.com/PpvPx0I9,spam,rummy_bonus
DM-POKER,"Adda52: Daily poker tournament live now. Buy-in Rs.1699, prize pool Rs.5000. https://cutt.ly/HHFM2iq",spam,poker_tourney
BZ-AIRTEL,Grab your Jio booster pack of unlimited 5G. Recharge at just Rs.59. https://vi.in/hFAF7,spam,telecom_recharge
VM-SWIGGY,Dominos: Get up to 43% OFF + free delivery on your next order. Save up to Rs.150. https://swiggy.in/perqdz,spam,food_delivery_offer
VM-INSTAL,New app campaign live. Download today and unlock Rs.250 wallet credit https://play.google.com/YXnVr,spam,app_install_campaign
HP-MOVIES,Tonight only on BookMyShow: popcorn combo + ticket discounts. Save Rs.400. https://bookmy.show/myuz5,spam,movie_ticket_offer
AX-BEAUTY,MyGlamm: Beauty & fashion sale live. Save up to 56% + Rs.150 extra off https://purplle.com/Y2nT,spam,beauty_fashion_sale
JM-DREAM,Only today: extra cashback on MPL Fantasy fantasy leagues. Play and win Rs.168000. https://leaguezone.in/f0A6zB0bi2,spam,fantasy_sports
VK-BSNLIN,Grab your Jio booster pack of 2GB/day. Recharge at just Rs.299. https://airtel.in/Y8hDu8,spam,telecom_recharge
BZ-TRAVEL,Travel with Ixigo and enjoy up to 23% off on summer bookings. https://mmt.to/IUk7uNfrn,spam,travel_flash_sale
+918461068760,Install the featured app from App Bazaar and earn reward up to Rs.400. Start now https://cutt.ly/Wy6HnFf,spam,app_install_campaign
+918208748741,Exclusive MegaSpin VIP pass for you. Deposit today and unlock Rs.41300 reward https://tinyurl.com/kYHpb4X,spam,casino_vip
HP-JIODAT,BSNL: Need more data? Get 2GB booster at Rs.29 only. Activate now https://vi.in/s5zOgq7v,spam,data_pack_offer
JM-FANTSY,Vision11: Join mega contest from Rs.879 and win up to Rs.17000. Create team now https://bit.ly/nH9ZySrkx,spam,fantasy_sports
AD-YATRAA,Travel with MakeMyTrip and enjoy up to 50% off on summer bookings. https://mmt.to/BKFj0,spam,travel_flash_sale
TX-TOURNY,Final call: Adda52 tournament starts at 22:00. Join from Rs.999. https://tourneys.live/kY5t1E,spam,poker_tourney
JD-MONEYV,Pre-approved offer from KreditBee. Get up to Rs.419000 today with minimal docs https://cashnow.app/G5xMJ,spam,instant_loan_offer
AX-GARAGE,Book with Pitstop today and get flat Rs.400 off on your next service https://carcare.in/mXy0FaIjPQ,spam,auto_service_offer
AD-DREAM,Your fantasy wallet is eligible for booster contest on Dream11. Join now https://leaguezone.in/Y6Pxdw,spam,fantasy_sports
DM-BOOKMY,Paytm Movies: Get 1+1 movie tickets or save Rs.200 on weekend bookings. Grab now https://pvr.im/8dJeyrVy6o,spam,movie_ticket_offer
BZ-POKER,Final call: Adda52 tournament starts at 11:10. Join from Rs.499. https://tinyurl.com/RoupX8qb6,spam,poker_tourney
+918267084181,Exclusive WinBuzz VIP pass for you. Deposit today and unlock Rs.18600 reward https://vipspin.live/9XP7,spam,casino_vip
VK-CASHBK,"Your Amazon Pay promo is active now. Shop, recharge or pay bills to earn Rs.750. https://freecharge.in/nVs2T0sZ0",spam,cashback_wallet
VK-GLAMUP,"Glow up with Mamaearth. Grab lipstick, skincare and makeup deals before 13:45 https://beautydeals.app/cmr68jbz2",spam,beauty_fashion_sale
AD-JIODAT,BSNL: Need more data? Get 10GB booster at Rs.89 only. Activate now https://vi.in/kyDTa1GL,spam,data_pack_offer
JM-BOOKMY,Tonight only on PVR: popcorn combo + ticket discounts. Save Rs.400. https://movieoffer.in/3Omlly3,spam,movie_ticket_offer
TX-NOBRKR,Looking for property in Pune? MagicBricks has verified listings and exclusive builder deals https://homesale.in/HYKXYcJz,spam,real_estate_lead
AX-RBLBNK,You're eligible for a new ICICI Bank credit card with airport lounge benefits. Apply now https://cardperks.co/FbbXt,spam,credit_card_offer
AX-POLICY,Digit: Health cover up to Rs.400000 with cashless hospitals. Compare plans now https://acko.co/5opNv2t,spam,insurance_marketing
VM-CARSRV,Book with CarDekho today and get flat Rs.600 off on your next service https://carcare.in/Fcjen2bP,spam,auto_service_offer
HP-DREAM,Gamezy: Join mega contest from Rs.879 and win up to Rs.162500. Create team now https://s.id/ahhN4nK,spam,fantasy_sports
HP-MEGASL,Festive sale on Freecharge: up to 58% OFF + extra Rs.1750 off today only https://savebig.co/Cbt6,spam,festival_sale
JM-WELLNS,Your HealthKart health coupon is ready. Get flat Rs.1600 off before expiry https://healthdeal.in/nx4Os94Q,spam,wellness_offer
DM-LOANOK,Limited period: Fibe reduces processing fee on loans up to Rs.327000. https://applyloan.co/OymbL34w,spam,instant_loan_offer
BZ-BIGDAY,Celebrate with Zomato. Limited festival deal unlocked for your number. Shop now https://t.ly/gW4BGDe0g,spam,festival_sale
VK-SIMPLX,"Your ZestMoney pay-later limit is ready: Rs.100000. Use on shopping, travel and food https://paylater.in/IeElhKAl",spam,bnpl_offer
JM-REFRAL,Invite friends to Zomato with code LL5UBE and earn Rs.800 for every signup https://earnbonus.co/YJ3XhE3h,spam,referral_program
JD-EVENTS,Insider: Live events in Mumbai this weekend. Tickets from Rs.1100. Book now https://district.in/ZRRAzyLeF0,spam,local_event_promo
+918071347523,Congrats! Your PokerBaazi account unlocked Rs.300 instant cash games. Join now https://short.gy/scHjF,spam,rummy_bonus
JM-SBICRD,Exclusive card offer from RBL Bank. Zero joining fee and rewards worth Rs.8600. https://applycard.app/kO7IMGr6,spam,credit_card_offer
JD-GAMEZY,Only today: extra cashback on Gamezy fantasy leagues. Play and win Rs.28500. https://leaguezone.in/N2iu,spam,fantasy_sports
+919155727902,Looking for property in Pune? MagicBricks has verified listings and exclusive builder deals https://homesale.in/dEU7,spam,real_estate_lead
VM-BOOKMY,Tonight only on PVR: popcorn combo + ticket discounts. Save Rs.150. https://pvr.im/ENE9ZUz,spam,movie_ticket_offer
+918433414342,Install the featured app from Galaxy Store and earn reward up to Rs.150. Start now https://play.google.com/AnMBRNFVXj,spam,app_install_campaign
+918807602551,Need cash? Navi can disburse Rs.170000 directly to your bank. Apply now https://bit.ly/kv0lG,spam,instant_loan_offer
AX-BBASKT,Zepto: Save Rs.375 on grocery orders and get delivery in 20 min. Order now https://jiomart.com/ZtPLOhJF,spam,grocery_offer
HP-CAMPUS,Your city pass from BookMyShow Live unlocks discounts on shows in Delhi. Grab it now https://district.in/69gX,spam,local_event_promo
BZ-SWIGGY,Your EatSure coupon is live. Use code SAVE312 and save Rs.325. https://eatsure.in/hsFsXL,spam,food_delivery_offer
JD-BOOKMY,Tonight only on Paytm Movies: popcorn combo + ticket discounts. Save Rs.400. https://bookmy.show/eUrpl,spam,movie_ticket_offer
VK-HLTHPL,PolicyBazaar: Health cover up to Rs.4300000 with cashless hospitals. Compare plans now https://acko.co/z0Kra,spam,insurance_marketing
VM-TRAVEL,Yatra: Flash sale live. Save up to Rs.8000 on flights & hotels. Book now https://yatraa.in/zfB9wIjnw2,spam,travel_flash_sale
JD-GLAMUP,"Glow up with Purplle. Grab lipstick, skincare and makeup deals before 17:45 https://purplle.com/2ehP9",spam,beauty_fashion_sale
AD-POLICY,Family health plans from PolicyBazaar now start at affordable monthly premiums. https://acko.co/r2lQovC3ku,spam,insurance_marketing
HP-ADDA52,Register on PokerBaazi and claim seat in today's Rs.245000 GTD event. https://tables.app/rMyjf16Aad,spam,poker_tourney
TX-TOURNY,Register on Spartan Poker and claim seat in today's Rs.266000 GTD event. https://tables.app/XNifSyiqk,spam,poker_tourney
BZ-VODAFO,Vi: Recharge with Rs.239 and get unlimited 5G + OTT benefits today https://airtel.in/kEI0ucqr,spam,telecom_recharge
DM-PVRCIN,Your movie pass is waiting. Book on Paytm Movies and unlock flat Rs.500 off https://bookmy.show/dG6LvMu,spam,movie_ticket_offer
JM-FESTIV,Mega savings are live on Meesho. Use your festive coupon before stock ends https://salezone.app/QYzd9l4,spam,festival_sale
VM-RUMMYX,Weekend rummy dhamaka on RummyTime. Win up to Rs.7850 cash. Register now https://short.gy/F5QHXw3HN,spam,rummy_bonus
AX-ZOMATO,Hungry? Dominos weekend deal unlocked. Flat Rs.225 off on select restaurants https://zoma.to/MfjE6LZbf,spam,food_delivery_offer
AX-AXISBK,Axis Bank: Upgrade to a premium card and get 15% cashback + 4800 bonus points. Apply https://cardsales.in/CidpNDd,spam,credit_card_offer
BZ-BSNLIN,Grab your Airtel booster pack of 2GB/day. Recharge at just Rs.229. https://recharge-now.app/39mTCJZk27,spam,telecom_recharge
TX-GAMEZY,Tonight's match on Dream11 has Rs.154000 prize pool. Entry starts Rs.49. https://fantasy11.app/Pn2XZkkzg,spam,fantasy_sports
TX-POKER,Final call: Adda52 tournament starts at 13:15. Join from Rs.99. https://tourneys.live/WG4SQJAV,spam,poker_tourney
CP-MYNTRA,Only for you: exclusive Myntra offer up to 74% OFF + prepaid savings. https://nykaa.com/9upkSreShC,spam,ecommerce_sale
TX-ADDA52,"PokerSaint: Daily poker tournament live now. Buy-in Rs.899, prize pool Rs.79000. https://tinyurl.com/gtblrbJyd",spam,poker_tourney
VK-PVRCIN,Paytm Movies: Get 1+1 movie tickets or save Rs.250 on weekend bookings. Grab now https://bookmy.show/dQC5U,spam,movie_ticket_offer
BZ-JERUMY,Weekend rummy dhamaka on RummyCircle. Win up to Rs.4300 cash. Register now https://tinyurl.com/OtLAQvc,spam,rummy_bonus
JD-VIOFER,BSNL: Need more data? Get 1GB booster at Rs.9 only. Activate now https://datadeal.app/Zz8Pev8,spam,data_pack_offer
VM-TICKTS,CampusBuzz: Live events in Pune this weekend. Tickets from Rs.1050. Book now https://district.in/5xMAdD,spam,local_event_promo
CP-VIOFER,Jio: Need more data? Get 5GB booster at Rs.19 only. Activate now https://jio.com/u7I44VS7,spam,data_pack_offer
+919457903579,Congrats! Your RummyCircle account unlocked Rs.10050 instant cash games. Join now https://gmg.im/sZyug,spam,rummy_bonus
TX-JIODAT,Your Airtel data booster is available. Buy 1GB for Rs.69 before midnight https://jio.com/FeTVC,spam,data_pack_offer
TX-ZEPTOO,Quick grocery savings with Zepto. Extra coupon active till 22:10 https://grocery-now.in/dD86I,spam,grocery_offer
HP-GAMEZY,Your fantasy wallet is eligible for booster contest on MPL Fantasy. Join now https://fantasy11.app/nq5GND,spam,fantasy_sports
AX-NYKAAA,MyGlamm: Beauty & fashion sale live. Save up to 57% + Rs.2400 extra off https://nykaa.com/Ap1gZteD,spam,beauty_fashion_sale
BZ-MEGASL,Mega savings are live on Amazon. Use your festive coupon before stock ends https://salezone.app/JZbvR,spam,festival_sale
VM-CASINO,Exclusive Royal Ace VIP pass for you. Deposit today and unlock Rs.38200 reward https://casinozone.bet/5yKmv,spam,casino_vip
VM-JLRUMY,Weekend rummy dhamaka on Junglee Rummy. Win up to Rs.1800 cash. Register now https://rmy.onl/OjD8uQO001,spam,rummy_bonus
TX-GLAMUP,"Glow up with Mamaearth. Grab lipstick, skincare and makeup deals before 17:45 https://tira.co/ksZeUXU",spam,beauty_fashion_sale
VM-YATRAA,Travel with Cleartrip and enjoy up to 43% off on summer bookings. https://mmt.to/9JWnz521,spam,travel_flash_sale
HP-EVENTS,Insider: Live events in Hyderabad this weekend. Tickets from Rs.700. Book now https://livepass.app/ZgmRx,spam,local_event_promo
HP-FITPAS,Your Cult health coupon is ready. Get flat Rs.1750 off before expiry https://medsave.co/yAIxwPLtxR,spam,wellness_offer
+917398610571,Congrats! Your RummyTime account unlocked Rs.8650 instant cash games. Join now https://t.ly/LiZgShhgm,spam,rummy_bonus
VM-VIOFER,Jio: Need more data? Get 10GB booster at Rs.39 only. Activate now https://datadeal.app/rqul,spam,data_pack_offer
AD-BNPLOK,"Your Simpl pay-later limit is ready: Rs.72000. Use on shopping, travel and food https://paylater.in/b0HoagUd",spam,bnpl_offer
JD-RUMMYX,Weekend rummy dhamaka on PokerBaazi. Win up to Rs.4600 cash. Register now https://bit.ly/aO0TgGo,spam,rummy_bonus
JD-DIGIT,Family health plans from PolicyBazaar now start at affordable monthly premiums. https://digit.insure/YmpySa6,spam,insurance_marketing
VK-GOIBIB,MakeMyTrip: Flash sale live. Save up to Rs.2600 on flights & hotels. Book now https://mmt.to/rtNpizM1,spam,travel_flash_sale
JM-JLRUMY,Junglee Rummy offer: deposit Rs.1550 get Rs.10400 playable chips today only https://rb.gy/vD2tuV,spam,rummy_bonus
JD-EVENTS,"Explore comedy, music and workshops on BookMyShow Live. Early-bird prices active https://livepass.app/Ya22xad",spam,local_event_promo
HP-FITPAS,Fitness & health offers from Tata 1mg are live now. Tap to claim benefits https://medsave.co/ZRrHel6,spam,wellness_offer
+917061820181,"Play roulette, slots and live casino on Royal Ace. Bonus up to Rs.36200. https://t.ly/kUT5E9X3g",spam,casino_vip
AX-MESHOO,Only for you: exclusive Amazon offer up to 28% OFF + prepaid savings. https://myntra.com/XADRK,spam,ecommerce_sale
BZ-INOXMX,PVR: Get 1+1 movie tickets or save Rs.150 on weekend bookings. Grab now https://bookmy.show/AAbdtb2P9,spam,movie_ticket_offer
JD-MESHOO,Myntra Sale Live: Up to 70% off on top picks. Extra Rs.2600 off today https://meesho.io/EmnsQ,spam,ecommerce_sale
+918954133846,A23 Rummy offer: deposit Rs.2950 get Rs.5250 playable chips today only https://cutt.ly/trCOtw2CX,spam,rummy_bonus
VM-NYKAAA,Mamaearth: Beauty & fashion sale live. Save up to 63% + Rs.2300 extra off https://tira.co/JMKRikKemV,spam,beauty_fashion_sale
CP-INOXMX,Paytm Movies: Get 1+1 movie tickets or save Rs.450 on weekend bookings. Grab now https://pvr.im/KThWf2XV,spam,movie_ticket_offer
AD-ZOMATO,Your Swiggy coupon is live. Use code SAVE53 and save Rs.375. https://swiggy.in/0THYg5OHN,spam,food_delivery_offer
CP-ZOMATO,Your Dominos coupon is live. Use code SAVE96 and save Rs.350. https://swiggy.in/JfI5P,spam,food_delivery_offer
AX-GAMEZY,Only today: extra cashback on Vision11 fantasy leagues. Play and win Rs.54000. https://short.gy/hnwkytyC,spam,fantasy_sports
+917577503474,A23 Rummy: Free Rs.2600 welcome bonus + up to Rs.10850 cash table. Play now https://playnow.app/WiA437G,spam,rummy_bonus
AX-DREAM,Tonight's match on Dream11 has Rs.169500 prize pool. Entry starts Rs.729. https://rb.gy/rmZ0J,spam,fantasy_sports
CP-DATAPK,Your Airtel data booster is available. Buy 1GB for Rs.19 before midnight https://datadeal.app/rU4m,spam,data_pack_offer
JM-FANTSY,Tonight's match on Dream11 has Rs.51000 prize pool. Entry starts Rs.609. https://play11.win/y9RqdJb,spam,fantasy_sports
CP-AMZON,Hurry! Myntra flash sale starts now. Claim coupon worth Rs.2000 before stock ends https://myntra.com/05XCN00ND,spam,ecommerce_sale
BZ-POLICY,Renew or buy with Acko and save more on your policy premium today https://policybzr.com/oX7Fm,spam,insurance_marketing
JD-NOBRKR,Housing: New homes in Bengaluru from Rs.2600000. Site visit offers available https://propertylead.app/cZuut,spam,real_estate_lead
DM-TRAVEL,Travel with Yatra and enjoy up to 49% off on summer bookings. https://mmt.to/GgIN3Z,spam,travel_flash_sale
VK-GAMEZY,Your fantasy wallet is eligible for booster contest on Dream11. Join now https://fantasy11.app/261UaeIml,spam,fantasy_sports
BZ-SWIGGY,Magicpin: Get up to 41% OFF + free delivery on your next order. Save up to Rs.150. https://foodoffers.app/cMYq4,spam,food_delivery_offer
VK-GOIBIB,Weekend getaway alert from Ixigo. Extra Rs.3900 off with limited seats. https://goibibo.in/TUTbnbzpfI,spam,travel_flash_sale
TX-MY11CL,Tonight's match on Gamezy has Rs.46500 prize pool. Entry starts Rs.399. https://play11.win/vNBNZc,spam,fantasy_sports
DM-CARSRV,Need a used car or service? GoMechanic has special deals waiting for you https://servicecar.co/HqXAssoIP,spam,auto_service_offer
BZ-UPGRAD,BYJUS: Upgrade your career with up to 45% scholarship on premium courses. Apply https://learn-now.in/SV55c8y,spam,edtech_promo
+918388195064,Need cash? Navi can disburse Rs.262000 directly to your bank. Apply now https://lihi.cc/Zix6Uw9gM,spam,instant_loan_offer
+919082697728,Weekend rummy dhamaka on RummyCircle. Win up to Rs.9750 cash. Register now https://tinyurl.com/bd0Wnnn,spam,rummy_bonus
JM-NYKAAA,Hurry! Meesho flash sale starts now. Claim coupon worth Rs.3900 before stock ends https://fkrt.it/d4dUQJ,spam,ecommerce_sale
DM-PAYTM,Pay via Mobikwik before 15:20 and grab extra 17% cashback. T&C apply https://freecharge.in/wfeud0c,spam,cashback_wallet
BZ-TRAVEL,Cleartrip: Flash sale live. Save up to Rs.5900 on flights & hotels. Book now https://yatraa.in/FjQTJ,spam,travel_flash_sale
+919577205114,Need cash? KreditBee can disburse Rs.109000 directly to your bank. Apply now https://rb.gy/dBlL8d,spam,instant_loan_offer
DM-AMZON,Hurry! Meesho flash sale starts now. Claim coupon worth Rs.3800 before stock ends https://amzn.to/YP7X,spam,ecommerce_sale
VM-JLRUMY,Get Rs.2400 joining bonus on Junglee Rummy and enter cash pool of Rs.8050. https://cutt.ly/d4nogu,spam,rummy_bonus
AD-RBLBNK,You're eligible for a new RBL Bank credit card with airport lounge benefits. Apply now https://cardperks.co/YO7llmIK,spam,credit_card_offer
CP-HEALTH,Fitness & health offers from HealthKart are live now. Tap to claim benefits https://medsave.co/q070mn,spam,wellness_offer
TX-MAKEMY,Ixigo: Flash sale live. Save up to Rs.2300 on flights & hotels. Book now https://tripoffer.co/QizoXDo,spam,travel_flash_sale
JM-SBICRD,RBL Bank: Upgrade to a premium card and get 11% cashback + 3500 bonus points. Apply https://cardperks.co/BPtbz,spam,credit_card_offer
VK-EARNBK,Your Freecharge referral campaign is live. Share code JGB36H and get Rs.375. https://earnbonus.co/5CkI,spam,referral_program
+919475445906,Pre-approved offer from PaySense. Get up to Rs.475000 today with minimal docs https://bit.ly/DZAX0t3l9,spam,instant_loan_offer
HP-ZOMATO,Order now on Dominos and enjoy 80% discount before 19:30. https://foodoffers.app/760znu2,spam,food_delivery_offer
AX-RBLBNK,You're eligible for a new HDFC Bank credit card with airport lounge benefits. Apply now https://cardperks.co/mQkEYzBW,spam,credit_card_offer
TX-BLINKT,Quick grocery savings with Instamart. Extra coupon active till 12:10 https://jiomart.com/HNbPNfF,spam,grocery_offer
AD-FITPAS,Your HealthKart health coupon is ready. Get flat Rs.2450 off before expiry https://healthdeal.in/L9GbmqALsx,spam,wellness_offer
JD-FANTSY,Your fantasy wallet is eligible for booster contest on Vision11. Join now https://leaguezone.in/ae8iYADsVo,spam,fantasy_sports
HP-WINVIP,PariPlay: VIP tables open now. Grab Rs.17400 bonus chips and spin instantly https://playace.in/Mdmz,spam,casino_vip
JD-MONEYV,PaySense: Instant personal loan up to Rs.172000 at 2.09% monthly. Apply in 2 min https://cashnow.app/rDdN8nblqh,spam,instant_loan_offer
HP-AMZON,Hurry! Nykaa flash sale starts now. Claim coupon worth Rs.3700 before stock ends https://nykaa.com/pOdfNFcam4,spam,ecommerce_sale
+917757002893,Congrats! Your Junglee Rummy account unlocked Rs.10100 instant cash games. Join now https://gmg.im/kcoaj9Wv,spam,rummy_bonus
BZ-CASHBK,"Your Mobikwik promo is active now. Shop, recharge or pay bills to earn Rs.200. https://offers.wallet/KCSvj0K1",spam,cashback_wallet
VK-OFFERS,Your Dominos coupon is live. Use code SAVE328 and save Rs.125. https://swiggy.in/tedD9,spam,food_delivery_offer
JM-REALTY,Looking for property in Mumbai? NoBroker has verified listings and exclusive builder deals https://propertylead.app/UuSFZvTp,spam,real_estate_lead
VK-GAMEZY,Your fantasy wallet is eligible for booster contest on Gamezy. Join now https://leaguezone.in/m6DHW,spam,fantasy_sports
JD-ZEPTOO,JioMart: Save Rs.300 on grocery orders and get delivery in 15 min. Order now https://jiomart.com/z66IClgFH5,spam,grocery_offer
AD-MY11CL,Only today: extra cashback on Dream11 fantasy leagues. Play and win Rs.42000. https://cutt.ly/78hEEQhU,spam,fantasy_sports
AX-POKER,Register on Adda52 and claim seat in today's Rs.190500 GTD event. https://tourneys.live/7GI2xse0V8,spam,poker_tourney
AD-OFFERS,Hungry? Swiggy weekend deal unlocked. Flat Rs.250 off on select restaurants https://zoma.to/pBTjdJRtSy,spam,food_delivery_offer
TX-JIOMRT,Blinkit: Save Rs.200 on grocery orders and get delivery in 10 min. Order now https://zepto.app/630xA,spam,grocery_offer
AX-BLINKT,Daily essentials deal from Zepto. Flat Rs.200 off on orders above minimum cart https://jiomart.com/Ce177p,spam,grocery_offer
+917248612750,New app campaign live. Download today and unlock Rs.270 wallet credit https://bit.ly/UvAPQxD3,spam,app_install_campaign
JM-AXISBK,HDFC Bank: Upgrade to a premium card and get 21% cashback + 8200 bonus points. Apply https://cardperks.co/psxRXs9wjT,spam,credit_card_offer
AX-FESTIV,Celebrate with Freecharge. Limited festival deal unlocked for your number. Shop now https://savebig.co/rwi7o,spam,festival_sale
CP-INSTAL,Tap to install and collect bonus up to Rs.60. Limited devices only https://rb.gy/nRhCZu,spam,app_install_campaign
+918147824160,New app campaign live. Download today and unlock Rs.110 wallet credit https://t.ly/Exv5Hn9op,spam,app_install_campaign
AX-GOIBIB,Travel with Yatra and enjoy up to 16% off on summer bookings. https://goibibo.in/O9NU0AfHo,spam,travel_flash_sale
BZ-REALTY,Looking for property in Pune? SquareYards has verified listings and exclusive builder deals https://propertylead.app/e88LHm8JU,spam,real_estate_lead
AD-UPGRAD,New learner offer from BYJUS. Save Rs.6500 on job-ready programs today https://learn-now.in/eT4u,spam,edtech_promo
+919327984700,Looking for property in Hyderabad? MagicBricks has verified listings and exclusive builder deals https://realtydeal.co/ZhlYYmsM,spam,real_estate_lead
TX-UPGRAD,"Admissions open on Unacademy. Limited seats, expert mentors, easy EMI. Enrol now https://upgrad.co/wvGmyCjIrJ",spam,edtech_promo
CP-RUMMYX,PokerBaazi offer: deposit Rs.2150 get Rs.4150 playable chips today only https://playnow.app/sHarAJOC,spam,rummy_bonus
JD-ACKO,Renew or buy with Star Health and save more on your policy premium today https://plans.health/0AnkbOn,spam,insurance_marketing
TX-MONEYV,Need cash? MoneyView can disburse Rs.461000 directly to your bank. Apply now https://cashnow.app/L1wg4,spam,instant_loan_offer
